Fish;hakai_id;Stock 1;Region 1;Prob 1;Stock 2;Region 2;Prob 2;Stock 3;Region 3;Prob 3;Stock 4;Region 4;Prob 4;Stock 5;Region 5;Prob 5
Hakai_P_A12 (15) unkn 175 646;;L_Adams;4;0.75;Little;4;0.23;Quesnel_Horsef;3;0.01;Portage_Cr;4;0.01;Chilko_south;2;0.00
Hakai_P_A12 (15) unkn 175 652;;Pinchi_Cr;3;0.94;Middle;3;0.06;Kuzkwa_Cr;3;0.00;Bivouac;1;0.00;Chilko_south;2;0.00
Hakai_P_A12 (15) unkn 175 653;;Seymour;2;0.78;Eagle;2;0.12;L_Adams;4;0.03;Little;4;0.03;L_Shuswap;4;0.02
Hakai_P_A12 (15) unkn 175 659;;Pinchi_Cr;3;0.88;Stellako;3;0.03;Kuzkwa_Cr;3;0.02;Seymour;2;0.02;Long_Lake;15;0.02
Hakai_P_A12 (15) unkn 175 660;;Chilko;3;0.54;Chilko_south;2;0.35;Quesnel_Horsef;3;0.10;Pinchi_Cr;3;0.01;Horsefly;3;0.00
Hakai_P_A12 (15) unkn 175 661;;Chilko;3;0.89;Pinchi_Cr;3;0.05;Chilko_south;2;0.05;Birkenhead;3;0.01;Middle;3;0.00
Hakai_P_A12 (15) unkn 175 664;;L_Shuswap;4;0.82;MiddleShuswap;4;0.10;Eagle_L;4;0.03;Little;4;0.02;Pitt;2;0.02
Hakai_P_A12 (15) unkn 175 665;;Quesnel_Mitche;3;0.96;Mitchell;3;0.04;;;;;;;;;
Hakai_P_A12 (15) unkn 175 666;;L_Adams;4;0.82;Little;4;0.12;Seymour;2;0.06;Chilko;3;0.00;;;
Hakai_P_A12 (15) unkn 175 672;;Seymour;2;0.99;Eagle;2;0.01;U_Adams;2;0.00;Portage_Cr;4;0.00;Scotch;2;0.00
Hakai_P_A12 (15) unkn 175 673;;Chilko_south;2;0.74;Chilko;3;0.19;Pinchi_Cr;3;0.04;L_Adams;4;0.03;Eagle_L;4;0.00
Hakai_P_A12 (15) unkn 175 674;;Seymour;2;0.92;Eagle;2;0.06;Scotch;2;0.02;L_Adams;4;0.00;Little;4;0.00
Hakai_P_A12 (15) unkn 175 681;;Birkenhead;3;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 175 682;;L_Adams;4;0.74;Little;4;0.23;Portage_Cr;4;0.03;Chilko;3;0.00;Nahatlatch;2;0.00
Hakai_P_A12 (15) unkn 175 704;;Birkenhead;3;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 175 705;;Chilko;3;0.54;Chilko_south;2;0.19;L_Adams;4;0.18;Pinchi_Cr;3;0.05;Eagle_L;4;0.02
Hakai_P_A12 (15) unkn 175 706;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 175 707;;L_Adams;4;0.58;L_Shuswap;4;0.15;Quesnel_Horsef;3;0.14;Little;4;0.06;MiddleShuswap;4;0.01
Hakai_P_A12 (15) unkn 175 708;;Pitt;2;0.56;Long_Lake;15;0.23;L_Adams;4;0.09;Canoe_Cr;15;0.04;Big_Silver;4;0.04
Hakai_P_A12 (15) unkn 175 711;;Birkenhead;3;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 175 712;;L_Adams;4;0.82;Quesnel_Horsef;3;0.08;Little;4;0.04;Eagle_L;4;0.03;Chilko_south;2;0.02
Hakai_P_A12 (15) unkn 175 721;;Quesnel_Horsef;3;0.84;Pinchi_Cr;3;0.06;L_Adams;4;0.04;M_Horsefly;3;0.02;Little;4;0.02
Hakai_P_A12 (15) unkn 175 722;;Seymour;2;0.68;L_Shuswap;4;0.14;Eagle;2;0.12;L_Adams;4;0.06;Scotch;2;0.00
Hakai_P_A12 (15) unkn 175 723;;Chilko;3;0.86;Quesnel_Horsef;3;0.10;Pinchi_Cr;3;0.01;Chilko_south;2;0.01;M_Horsefly;3;0.01
Hakai_P_A12 (15) unkn 175 724;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 175 739;;Chilko_south;2;0.74;L_Adams;4;0.10;Chilko;3;0.07;Birkenhead;3;0.05;Little;4;0.02
Hakai_P_A12 (15) unkn 175 740;;Quesnel_Horsef;3;0.99;L_Adams;4;0.00;Chilko_south;2;0.00;M_Horsefly;3;0.00;Quesnel_Decept;3;0.00
Hakai_P_A12 (15) unkn 175 766;;Seymour;2;0.72;Eagle;2;0.15;L_Shuswap;4;0.06;L_Adams;4;0.03;Eagle_L;4;0.02
Hakai_P_A12 (15) unkn 175 788;;Seymour;2;0.89;Eagle;2;0.05;Scotch;2;0.05;;;;;;
Hakai_P_A12 (15) unkn 175 789;;Quesnel_Horsef;3;0.79;L_Adams;4;0.09;Chilko;3;0.05;Pinchi_Cr;3;0.02;Raft;2;0.02
Hakai_P_A12 (15) unkn 175 790;;Chilko_south;2;0.64;Chilko;3;0.36;Quesnel_Horsef;3;0.00;Narrows;1;0.00;;;
Hakai_P_A12 (15) unkn 178 715;;Nimpkish;7;0.94;Vernon;7;0.06;;;;;;;;;
Hakai_P_A12 (15) unkn 178 716;;Nimpkish;7;0.99;Vernon;7;0.01;;;;;;;;;
Hakai_P_A12 (15) unkn 178 717;;Nimpkish;7;0.97;Vernon;7;0.03;;;;;;;;;
Hakai_P_A12 (15) unkn 178 718;;Nimpkish;7;0.96;Vernon;7;0.04;;;;;;;;;
Hakai_P_A12 (15) unkn 178 729;;Nimpkish;7;0.95;Vernon;7;0.05;;;;;;;;;
Hakai_P_A12 (15) unkn 178 730;;Nimpkish;7;0.99;Vernon;7;0.01;;;;;;;;;
Hakai_P_A12 (15) unkn 178 733;;L_Adams;4;0.61;Seymour;2;0.15;Little;4;0.12;Chilko_south;2;0.10;L_Shuswap;4;0.01
Hakai_P_A12 (15) unkn 178 752;;Nimpkish;7;1.00;Vernon;7;0.01;;;;;;;;;
Hakai_P_A12 (15) unkn 178 753;;Nimpkish;7;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 178 757;;Pinchi_Cr;3;0.99;L_Adams;4;0.01;Chilko_south;2;0.00;;;;;;
Hakai_P_A12 (15) unkn 180 579;;Portage_Cr;4;0.67;Seymour;2;0.28;Scotch;2;0.05;;;;;;
Hakai_P_A12 (15) unkn 180 580;;Quesnel_Horsef;3;0.64;Blue_Lead_Ck;3;0.20;L_Horsefly;3;0.08;McKinley;3;0.05;Wasko_Cr;3;0.02
Hakai_P_A12 (15) unkn 180 594;;Mitchell;3;0.78;Quesnel_Mitche;3;0.21;Blue_Lead_Ck;3;0.01;;;;;;
Hakai_P_A12 (15) unkn 180 595;;Chilko;3;0.69;Quesnel_Horsef;3;0.30;Portage_Cr;4;0.00;Horsefly;3;0.00;Porter_Cr;1;0.00
Hakai_P_A12 (15) unkn 180 596;;Seymour;2;0.54;Scotch;2;0.45;Portage_Cr;4;0.01;Chilko;3;0.00;Rossette;1;0.00
Hakai_P_A12 (15) unkn 180 611;;Seymour;2;0.54;Scotch;2;0.46;Portage_Cr;4;0.00;;;;;;
Hakai_P_A12 (15) unkn 180 612;;Mitchell;3;0.74;Quesnel_Mitche;3;0.21;Blue_Lead_Ck;3;0.05;Wasko_Cr;3;0.00;;;
Hakai_P_A12 (15) unkn 180 631;;Chilko;3;0.71;Mitchell;3;0.21;Blue_Lead_Ck;3;0.05;Quesnel_Horsef;3;0.02;Wasko_Cr;3;0.00
Hakai_P_A12 (15) unkn 180 632;;Seymour;2;0.54;Scotch;2;0.45;Chilko;3;0.01;;;;;;
Hakai_P_A12 (15) unkn 180 633;;Portage_Cr;4;0.78;Chilko;3;0.16;Thompson_N;2;0.02;Quesnel_Horsef;3;0.02;Raft;2;0.01
Hakai_P_A12 (15) unkn 180 634;;Quesnel_Horsef;3;0.63;L_Horsefly;3;0.13;Portage_Cr;4;0.10;McKinley;3;0.07;Raft;2;0.03
Hakai_P_A12 (15) unkn 182 1309;;Sandpoint;1;0.29;Paula;1;0.29;Porter_Cr;1;0.09;Sinta;1;0.07;Forfar;1;0.07
Hakai_P_A12 (15) unkn 182 1327;;Portage_Cr;4;1.00;McKinley;3;0.00;Quesnel_Horsef;3;0.00;Seymour;2;0.00;;;
Hakai_P_A12 (15) unkn 182 599;;Nimpkish;7;0.84;Woss_Lake;7;0.16;;;;;;;;;
Hakai_P_A12 (15) unkn 182 600;;Nimpkish;7;0.69;Woss_Lake;7;0.31;;;;;;;;;
Hakai_P_A12 (15) unkn 182 614;;Nimpkish;7;0.98;Woss_Lake;7;0.02;;;;;;;;;
Hakai_P_A12 (15) unkn 182 615;;Nimpkish;7;0.99;Woss_Lake;7;0.01;;;;;;;;;
Hakai_P_A12 (15) unkn 182 616;;Woss_Lake;7;0.85;Nimpkish;7;0.15;Vernon;7;0.00;;;;;;
Hakai_P_A12 (15) unkn 182 617;;Nimpkish;7;0.98;Woss_Lake;7;0.02;;;;;;;;;
Hakai_P_A12 (15) unkn 182 618;;Mitchell;3;0.78;Quesnel_Mitche;3;0.20;Blue_Lead_Ck;3;0.01;Wasko_Cr;3;0.00;;;
Hakai_P_A12 (15) unkn 182 622;;Woss_Lake;7;0.99;Nimpkish;7;0.01;;;;;;;;;
Hakai_P_A12 (15) unkn 182 640;;Nimpkish;7;0.96;Woss_Lake;7;0.04;;;;;;;;;
Hakai_P_A12 (15) unkn 182 641;;Nimpkish;7;0.62;Woss_Lake;7;0.38;;;;;;;;;
Hakai_P_A12 (15) unkn 182 642;;Woss_Lake;7;1.00;Nimpkish;7;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 182 651;;Portage_Cr;4;0.91;Seymour;2;0.07;Chilko;3;0.02;Little;4;0.00;L_Adams;4;0.00
Hakai_P_A12 (15) unkn 182 829;;Chilko;3;0.29;Seymour;2;0.24;Sandpoint;1;0.23;Scotch;2;0.06;Sinta;1;0.06
Hakai_P_A12 (15) unkn 182 830;;Portage_Cr;4;0.80;Chilko;3;0.19;MiddleShuswap;4;0.00;L_Adams;4;0.00;;;
Hakai_P_A12 (15) unkn 182 865;;Mitchell;3;0.64;Quesnel_Mitche;3;0.21;Blue_Lead_Ck;3;0.15;;;;;;
Hakai_P_A12 (15) unkn 182 871;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A12 (15) unkn 188 527;;Woss_Lake;7;0.97;Nimpkish;7;0.03;;;;;;;;;
Hakai_P_A12 (15) unkn 188 528;;Woss_Lake;7;0.98;Nimpkish;7;0.02;Vernon;7;0.00;;;;;;
Hakai_P_A12 (15) unkn 188 529;;Woss_Lake;7;0.99;Nimpkish;7;0.01;;;;;;;;;
Hakai_P_A12 (15) unkn 188 530;;Woss_Lake;7;0.94;Nimpkish;7;0.06;;;;;;;;;
Hakai_P_A12 (15) unkn 188 536;;Woss_Lake;7;0.99;Nimpkish;7;0.01;;;;;;;;;
Hakai_P_A12 (15) unkn 188 537;;Woss_Lake;7;1.00;Nimpkish;7;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 188 538;;Woss_Lake;7;1.00;Nimpkish;7;0.00;;;;;;;;;
Hakai_P_A12 (15) unkn 188 547;;L_Shuswap;4;0.85;MiddleShuswap;4;0.14;L_Adams;4;0.00;;;;;;
Hakai_P_A13 (15) unkn 134 384;;Pinchi_Cr;3;0.92;Tachie;3;0.07;Quesnel_Decept;3;0.00;Middle;3;0.00;Chilko;3;0.00
Hakai_P_A13 (15) unkn 134 385;;Weaver;4;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 134 386;;Quesnel_Decept;3;0.81;Mitchell;3;0.17;Quesnel_Mitche;3;0.02;Roaring;3;0.00;Blue_Lead_Ck;3;0.00
Hakai_P_A13 (15) unkn 134 387;;Weaver;4;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 134 388;;Pinchi_Cr;3;0.85;Hudson_Bay;1;0.10;Tachie;3;0.05;Kuzkwa_Cr;3;0.00;Chilko;3;0.00
Hakai_P_A13 (15) unkn 134 389;;Thompson_N;2;0.83;Chilko;3;0.08;Eagle_L;4;0.03;L_Shuswap;4;0.02;Raft;2;0.01
Hakai_P_A13 (15) unkn 134 391;;Thompson_N;2;0.74;Pinchi_Cr;3;0.19;Quesnel_Decept;3;0.03;L_Shuswap;4;0.02;Tachie;3;0.01
Hakai_P_A13 (15) unkn 134 392;;Pinchi_Cr;3;1.00;Tachie;3;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 134 393;;Pinchi_Cr;3;0.76;Tachie;3;0.11;Hudson_Bay;1;0.07;Driftwood;1;0.03;Gluskie;1;0.01
Hakai_P_A13 (15) unkn 134 395;;Pinchi_Cr;3;0.99;Tachie;3;0.01;Kuzkwa_Cr;3;0.00;FiveMile;1;0.00;;;
Hakai_P_A13 (15) unkn 135 1060;;Pinchi_Cr;3;0.94;Tachie;3;0.06;Stellako;3;0.00;;;;;;
Hakai_P_A13 (15) unkn 135 1082;;Chilko;3;0.85;Pinchi_Cr;3;0.09;Weaver;4;0.05;Hudson_Bay;1;0.00;Tachie;3;0.00
Hakai_P_A13 (15) unkn 135 268;;Pinchi_Cr;3;0.95;Tachie;3;0.05;;;;;;;;;
Hakai_P_A13 (15) unkn 135 269;;Pinchi_Cr;3;0.45;Thompson_N;2;0.26;Raft;2;0.19;Pitt;2;0.03;Birkenhead;3;0.01
Hakai_P_A13 (15) unkn 135 270;;Chilko;3;0.99;Quesnel_Decept;3;0.00;Chilko-North;3;0.00;Chilko_south;2;0.00;;;
Hakai_P_A13 (15) unkn 135 278;;Chilko;3;1.00;Quesnel_Decept;3;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 135 279;;Chilko;3;0.99;Thompson_N;2;0.01;Chilko-North;3;0.00;Quesnel_Decept;3;0.00;Little;4;0.00
Hakai_P_A13 (15) unkn 135 280;;Pinchi_Cr;3;0.95;Tachie;3;0.03;Hudson_Bay;1;0.01;Forfar;1;0.00;;;
Hakai_P_A13 (15) unkn 135 290;;Chilko;3;0.93;Pinchi_Cr;3;0.05;Chilko_south;2;0.02;Chilko-North;3;0.01;Portage_Cr;4;0.00
Hakai_P_A13 (15) unkn 135 291;;Chilko;3;0.87;Quesnel_Decept;3;0.09;Pinchi_Cr;3;0.02;Eagle_L;4;0.01;Thompson_N;2;0.01
Hakai_P_A13 (15) unkn 136 292;;Pinchi_Cr;3;0.88;Tachie;3;0.11;L_Shuswap;4;0.01;Middle;3;0.01;MiddleShuswap;4;0.00
Hakai_P_A13 (15) unkn 136 293;;Chilko;3;1.00;Chilko_south;2;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 136 294;;Birkenhead;3;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 136 295;;Quesnel_Decept;3;0.80;Pinchi_Cr;3;0.09;Chilko;3;0.04;Mitchell;3;0.03;Pitt;2;0.03
Hakai_P_A13 (15) unkn 136 296;;Gates_Cr;2;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 136 297;;Chilko;3;0.99;Chilko_south;2;0.01;Chilko-North;3;0.00;;;;;;
Hakai_P_A13 (15) unkn 136 298;;Chilko;3;0.91;Thompson_N;2;0.07;Chilko_south;2;0.01;Tachie;3;0.00;Pinchi_Cr;3;0.00
Hakai_P_A13 (15) unkn 136 301;;Pinchi_Cr;3;0.88;Tachie;3;0.09;Chilko;3;0.01;Narrows;1;0.01;Hudson_Bay;1;0.00
Hakai_P_A13 (15) unkn 136 302;;Weaver;4;1.00;Tachie;3;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 136 303;;Chilko;3;0.99;Thompson_N;2;0.01;Chilko_south;2;0.01;Pinchi_Cr;3;0.00;;;
Hakai_P_A13 (15) unkn 136 304;;Quesnel_Decept;3;0.84;Weaver;4;0.06;Pinchi_Cr;3;0.05;Mitchell;3;0.02;Thompson_N;2;0.02
Hakai_P_A13 (15) unkn 136 305;;Weaver;4;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 136 306;;Pinchi_Cr;3;0.91;Tachie;3;0.08;Middle;3;0.00;;;;;;
Hakai_P_A13 (15) unkn 136 311;;Chilko;3;0.65;Thompson_N;2;0.28;Raft;2;0.03;L_Shuswap;4;0.01;L_Adams;4;0.01
Hakai_P_A13 (15) unkn 136 312;;Weaver;4;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 136 313;;Pinchi_Cr;3;0.54;Thompson_N;2;0.31;Quesnel_Decept;3;0.08;Chilko;3;0.05;L_Adams;4;0.01
Hakai_P_A13 (15) unkn 136 314;;Chilko;3;0.98;Pinchi_Cr;3;0.01;Quesnel_Decept;3;0.00;Chilko_south;2;0.00;Chilko-North;3;0.00
Hakai_P_A13 (15) unkn 136 315;;Pinchi_Cr;3;0.87;Quesnel_Decept;3;0.05;Chilko;3;0.04;Tachie;3;0.01;Hudson_Bay;1;0.01
Hakai_P_A13 (15) unkn 136 316;;Chilko;3;0.68;Thompson_N;2;0.13;Pinchi_Cr;3;0.12;Raft;2;0.03;Quesnel_Decept;3;0.02
Hakai_P_A13 (15) unkn 136 321;;Pinchi_Cr;3;0.94;Tachie;3;0.06;;;;;;;;;
Hakai_P_A13 (15) unkn 138 457;;Chilko;3;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 138 458;;Birkenhead;3;1.00;Pitt;2;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 138 459;;Chilko;3;0.90;Quesnel_Horsef;3;0.04;Thompson_N;2;0.03;Chilko_south;2;0.00;Raft;2;0.00
Hakai_P_A13 (15) unkn 138 507;;Chilko;3;1.00;Blackwater;1;0.00;Chilko_south;2;0.00;Sandpoint;1;0.00;Paula;1;0.00
Hakai_P_A13 (15) unkn 138 508;;Chilko;3;1.00;Chilko_south;2;0.00;Blackwater;1;0.00;Forfar;1;0.00;Felix;1;0.00
Hakai_P_A13 (15) unkn 138 509;;Chilko;3;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 138 516;;Chilko;3;1.00;Stellako;3;0.00;Horsefly;3;0.00;;;;;;
Hakai_P_A13 (15) unkn 138 517;;Chilko;3;1.00;Chilko_south;2;0.00;Thompson_N;2;0.00;;;;;;
Hakai_P_A13 (15) unkn 138 518;;Birkenhead;3;1.00;Blackwater;1;0.00;Hudson_Bay;1;0.00;;;;;;
Hakai_P_A13 (15) unkn 138 519;;Chilko;3;0.97;Weaver;4;0.03;Chilko_south;2;0.00;Thompson_N;2;0.00;;;
Hakai_P_A13 (15) unkn 139 230;;Stellako;3;1.00;Chilko;3;0.00;Tachie;3;0.00;Kynock;1;0.00;;;
Hakai_P_A13 (15) unkn 139 272;;Stellako;3;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 139 273;;Chilko;3;0.85;Thompson_N;2;0.04;Quesnel_Horsef;3;0.04;Blackwater;1;0.02;Sandpoint;1;0.02
Hakai_P_A13 (15) unkn 139 274;;Chilko;3;0.99;Stellako;3;0.01;Chilko_south;2;0.00;;;;;;
Hakai_P_A13 (15) unkn 139 281;;Quesnel_Horsef;3;0.41;Chilko;3;0.34;Thompson_N;2;0.15;Stellako;3;0.07;Kynock;1;0.01
Hakai_P_A13 (15) unkn 139 282;;Chilko;3;0.95;Eagle_L;4;0.02;Portage_Cr;4;0.01;Little;4;0.01;L_Shuswap;4;0.00
Hakai_P_A13 (15) unkn 139 283;;Chilko;3;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 139 284;;Chilko;3;1.00;Thompson_N;2;0.00;Chilko_south;2;0.00;;;;;;
Hakai_P_A13 (15) unkn 139 285;;Chilko;3;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 139 286;;Chilko;3;0.88;Thompson_N;2;0.06;Raft;2;0.03;Eagle_L;4;0.01;Little;4;0.01
Hakai_P_A13 (15) unkn 140 347;;Birkenhead;3;1.00;Weaver;4;0.00;Chilko;3;0.00;;;;;;
Hakai_P_A13 (15) unkn 140 349;;Chilko;3;0.46;Raft;2;0.24;Little;4;0.15;Thompson_N;2;0.09;Chilko_south;2;0.03
Hakai_P_A13 (15) unkn 140 350;;Chilko;3;0.60;Stellako;3;0.16;Sandpoint;1;0.08;Blackwater;1;0.04;Eagle_L;4;0.03
Hakai_P_A13 (15) unkn 140 355;;Quesnel_Horsef;3;0.78;Chilko;3;0.06;Mitchell;3;0.04;Blackwater;1;0.03;Quesnel_Mitche;3;0.02
Hakai_P_A13 (15) unkn 140 356;;Stellako;3;0.82;Blackwater;1;0.12;Hudson_Bay;1;0.03;Porter_Cr;1;0.01;Sandpoint;1;0.00
Hakai_P_A13 (15) unkn 140 357;;Chilko;3;0.99;Raft;2;0.01;Quesnel_Horsef;3;0.00;Thompson_N;2;0.00;Quesnel_Decept;3;0.00
Hakai_P_A13 (15) unkn 140 361;;Pitt;2;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 140 362;;Chilko;3;1.00;Chilko_south;2;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 140 363;;Stellako;3;0.65;Thompson_N;2;0.24;Chilko;3;0.10;Kuzkwa_Cr;3;0.00;Tachie;3;0.00
Hakai_P_A13 (15) unkn 141 100;;Mitchell;3;0.88;Quesnel_Mitche;3;0.05;Quesnel_Horsef;3;0.04;Quesnel_Decept;3;0.02;Blue_Lead_Ck;3;0.01
Hakai_P_A13 (15) unkn 141 128;;Weaver;4;0.70;Thompson_N;2;0.29;Chilko;3;0.01;Eagle_L;4;0.00;Chilko-North;3;0.00
Hakai_P_A13 (15) unkn 141 210;;Chilko;3;0.99;Chilko_south;2;0.01;;;;;;;;;
Hakai_P_A13 (15) unkn 141 216;;Chilko;3;1.00;Chilko_south;2;0.00;Weaver;4;0.00;;;;;;
Hakai_P_A13 (15) unkn 141 217;;Thompson_N;2;0.69;Chilko;3;0.20;Raft;2;0.11;Weaver;4;0.00;Little;4;0.00
Hakai_P_A13 (15) unkn 141 218;;Stellako;3;0.90;Blackwater;1;0.06;Hudson_Bay;1;0.02;Nadina;2;0.01;Sandpoint;1;0.01
Hakai_P_A13 (15) unkn 141 233;;Chilko;3;0.99;Raft;2;0.00;Thompson_N;2;0.00;Stellako;3;0.00;Fennell;2;0.00
Hakai_P_A13 (15) unkn 141 234;;Quesnel_Horsef;3;0.97;U_Horsefly;3;0.01;Chilko;3;0.01;Horsefly;3;0.00;L_Horsefly;3;0.00
Hakai_P_A13 (15) unkn 141 235;;Chilko;3;0.36;Raft;2;0.32;Thompson_N;2;0.23;Fennell;2;0.06;Kynock;1;0.02
Hakai_P_A13 (15) unkn 141 236;;Chilko;3;0.97;Blackwater;1;0.01;Sandpoint;1;0.00;Hudson_Bay;1;0.00;Forfar;1;0.00
Hakai_P_A13 (15) unkn 141 241;;Birkenhead;3;1.00;Weaver;4;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 141 399;;Chilko;3;0.99;Kynock;1;0.00;Stellako;3;0.00;Quesnel_Horsef;3;0.00;Dust;1;0.00
Hakai_P_A13 (15) unkn 141 401;;Mitchell;3;0.92;Quesnel_Mitche;3;0.08;Roaring;3;0.00;Blue_Lead_Ck;3;0.00;;;
Hakai_P_A13 (15) unkn 141 411;;Chilko;3;0.89;Weaver;4;0.07;Little;4;0.03;Portage_Cr;4;0.00;Quesnel_Horsef;3;0.00
Hakai_P_A13 (15) unkn 143 375;;Mitchell;3;0.85;Chilko;3;0.08;Quesnel_Mitche;3;0.03;Quesnel_Decept;3;0.01;Quesnel_Horsef;3;0.01
Hakai_P_A13 (15) unkn 143 376;;Chilko;3;0.91;Thompson_N;2;0.03;Birkenhead;3;0.03;Stellako;3;0.01;Little;4;0.01
Hakai_P_A13 (15) unkn 143 377;;Mitchell;3;0.93;Quesnel_Mitche;3;0.07;;;;;;;;;
Hakai_P_A13 (15) unkn 143 378;;Chilko;3;1.00;Quesnel_Horsef;3;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 143 379;;Thompson_N;2;0.66;Raft;2;0.33;Weaver;4;0.00;Fennell;2;0.00;Pitt;2;0.00
Hakai_P_A13 (15) unkn 143 380;;Chilko;3;0.96;Stellako;3;0.03;Thompson_N;2;0.01;Chilko_south;2;0.00;Birkenhead;3;0.00
Hakai_P_A13 (15) unkn 143 390;;Chilko;3;0.97;Thompson_N;2;0.01;Nadina;2;0.01;Chilko_south;2;0.01;Raft;2;0.00
Hakai_P_A13 (15) unkn 143 394;;Chilko;3;0.85;Blackwater;1;0.05;Hudson_Bay;1;0.02;Chilko_south;2;0.02;Eagle_L;4;0.01
Hakai_P_A13 (15) unkn 143 396;;Chilko;3;0.86;Quesnel_Horsef;3;0.12;Mitchell;3;0.00;Thompson_N;2;0.00;Bowron;2;0.00
Hakai_P_A13 (15) unkn 143 397;;Chilko;3;0.97;Quesnel_Horsef;3;0.02;Raft;2;0.01;Thompson_N;2;0.00;L_Adams;4;0.00
Hakai_P_A13 (15) unkn 143 398;;Chilko;3;0.98;Thompson_N;2;0.01;Chilko_south;2;0.00;Quesnel_Horsef;3;0.00;Blackwater;1;0.00
Hakai_P_A13 (15) unkn 143 454;;Chilko;3;1.00;Thompson_N;2;0.00;Quesnel_Horsef;3;0.00;Horsefly;3;0.00;;;
Hakai_P_A13 (15) unkn 143 455;;Chilko;3;0.87;Quesnel_Horsef;3;0.07;Chilko_south;2;0.02;Blackwater;1;0.02;Kynock;1;0.00
Hakai_P_A13 (15) unkn 143 456;;Chilko;3;0.94;Mitchell;3;0.02;Thompson_N;2;0.01;Roaring;3;0.01;Chilko_south;2;0.00
Hakai_P_A13 (15) unkn 143 503;;Chilko;3;0.98;Chilko_south;2;0.01;Stellako;3;0.01;Kynock;1;0.00;;;
Hakai_P_A13 (15) unkn 143 504;;Quesnel_Horsef;3;0.97;U_Horsefly;3;0.01;Horsefly;3;0.01;Thompson_N;2;0.00;L_Horsefly;3;0.00
Hakai_P_A13 (15) unkn 143 505;;Chilko;3;1.00;;;;;;;;;;;;
Hakai_P_A13 (15) unkn 143 506;;Chilko;3;0.97;Quesnel_Horsef;3;0.01;Sandpoint;1;0.00;Raft;2;0.00;Stellako;3;0.00
Hakai_P_A13 (15) unkn 143 513;;Chilko;3;1.00;Sandpoint;1;0.00;Weaver;4;0.00;;;;;;
Hakai_P_A13 (15) unkn 143 515;;Chilko;3;0.79;Quesnel_Horsef;3;0.08;Stellako;3;0.06;Thompson_N;2;0.03;Weaver;4;0.02
Hakai_P_A13 (15) unkn 144 299;;Chilko;3;0.98;Quesnel_Horsef;3;0.02;Little;4;0.00;Roaring;3;0.00;Horsefly;3;0.00
Hakai_P_A13 (15) unkn 144 300;;Weaver;4;0.89;Chilko;3;0.07;Wannock;18;0.01;Marble_Cr;18;0.01;Pitt;2;0.01
Hakai_P_A13 (15) unkn 144 307;;Chilko;3;1.00;Stellako;3;0.00;Chilko_south;2;0.00;;;;;;
Hakai_P_A13 (15) unkn 144 308;;Quesnel_Horsef;3;0.98;U_Horsefly;3;0.01;L_Horsefly;3;0.00;Horsefly;3;0.00;Little;4;0.00
Hakai_P_A13 (15) unkn 144 317;;Thompson_N;2;0.90;Chilko;3;0.05;Raft;2;0.04;Quesnel_Horsef;3;0.01;Stellako;3;0.00
Hakai_P_A13 (15) unkn 144 318;;Mitchell;3;0.93;Quesnel_Mitche;3;0.07;Blue_Lead_Ck;3;0.00;Quesnel_Decept;3;0.00;Roaring;3;0.00
Hakai_P_A13 (15) unkn 144 319;;Chilko;3;1.00;Chilko_south;2;0.00;;;;;;;;;
Hakai_P_A13 (15) unkn 144 328;;Chilko;3;0.88;Thompson_N;2;0.11;Raft;2;0.00;Little;4;0.00;Quesnel_Horsef;3;0.00
Hakai_P_A13 (15) unkn 144 331;;Quesnel_Horsef;3;0.95;Little;4;0.01;Chilko;3;0.01;U_Horsefly;3;0.01;Quesnel_Decept;3;0.01
